id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedroom,bed,bath,is_studio,type
3976379,8758237,Emiliano,,Recoleta,-34.59218,-58.40755,Entire home/apt,6369,15,24,2022-03-05,0.23,1,209,0,,4.83,1,,Half-bath,True,Rental unit 
3978081,20616886,Franca,,Colegiales,-34.5796575750857,-58.44124594527672,Entire home/apt,12775,4,3,2023-04-09,0.74,1,0,3,,4.67,1,1,2,False,Rental unit 
3990074,7323424,Die,,Palermo,-34.57444,-58.43856,Entire home/apt,11498,3,70,2023-03-26,0.68,1,90,10,,4.94,1,1,1,False,Condo 
3993002,9802480,Rebeca / Gaby,,Almagro,-34.59884,-58.42478,Entire home/apt,7898,3,88,2023-06-04,0.84,3,29,2,,4.85,1,1,1,False,Rental unit 
3994621,20708948,Hostel Colonial,,San Nicolas,-34.60163,-58.37343,Shared room,6700,1,26,2019-09-30,0.26,4,86,0,,4.48,1,5,1,True,Hostel 
3999905,20737381,Sandra,,Recoleta,-34.5905,-58.40031,Entire home/apt,14819,30,0,,,1,358,0,,,1,2,1,False,Rental unit 
4011357,148060,Marcela,,Recoleta,-34.59827,-58.39745,Entire home/apt,10731,21,2,2016-07-25,0.02,9,16,0,,,2,3,2,False,Condo 
4011839,20801019,Cecilia,,Monserrat,-34.61333049030955,-58.37387185040164,Entire home/apt,21718,3,2,2016-11-19,0.02,1,356,0,,,2,3,1,False,Rental unit 
4020171,20840820,Lita,,Palermo,-34.56625,-58.43989,Private room,3833,20,121,2023-04-04,1.17,2,63,2,,4.92,1,2,1,False,Rental unit 
4020252,18224878,Martin,,Retiro,-34.59183,-58.38704,Entire home/apt,51101,3,33,2022-11-01,0.32,1,365,4,,4.82,2,2,1.5,False,Rental unit 
4020746,10110281,Mariana,,Recoleta,-34.58959,-58.3911,Entire home/apt,12547,2,84,2023-04-12,0.83,1,158,9,,4.54,1,1,1,False,Rental unit 
4020751,20845438,Bruno,,Nuñez,-34.55238,-58.4597,Entire home/apt,10196,5,7,2022-09-02,0.17,1,330,1,,4.43,1,1,1.5,False,Rental unit 
4025602,9223712,Silvina,,Palermo,-34.58755,-58.44012,Entire home/apt,9721,15,35,2023-05-11,0.33,1,363,4,,4.89,1,2,1,True,Home 
4028844,1011896,Natalia,,Palermo,-34.57901,-58.42798,Entire home/apt,45771,1,33,2022-09-14,0.32,11,350,1,,4.52,3,5,3,False,Home 
4032308,20905593,Lucas,,Palermo,-34.59129,-58.42499,Entire home/apt,17983,2,171,2023-06-14,1.66,9,365,27,,4.85,1,1,1.5,False,Condo 
4032476,20906628,Rodolfo Manuel,,Barracas,-34.62728,-58.37304,Entire home/apt,11176,3,3,2015-11-11,0.03,1,356,0,,3.0,1,4,1,False,Rental unit 
4032785,20907069,Angie,,Recoleta,-34.59021,-58.39172,Entire home/apt,5859,28,41,2020-02-28,0.38,2,87,0,,4.83,1,2,1,False,Rental unit 
4034101,20916319,Victoria,,Balvanera,-34.6004,-58.39539,Entire home/apt,7898,3,74,2023-05-08,0.8,3,343,13,,4.85,1,2,1,False,Rental unit 
4039590,20942005,Julieta,,Caballito,-34.61832,-58.43124,Private room,10190,1,0,,,1,365,0,,,1,1,1,False,Rental unit 
4053588,6627758,Boris,,Palermo,-34.57707,-58.41296,Entire home/apt,9171,6,11,2016-07-25,0.11,1,359,0,,4.36,1,2,1,True,Condo 
4053880,20916319,Victoria,,Belgrano,-34.56552,-58.45086,Entire home/apt,8917,3,172,2023-05-26,1.62,3,359,17,,4.87,1,2,1,False,Rental unit 
4060242,11157456,Lucila,,Palermo,-34.5852249,-58.4250728,Entire home/apt,15185,1,27,2023-06-11,0.26,4,358,13,,4.93,1,4,1,False,Rental unit 
4066502,21088811,Pablo,,Palermo,-34.58215,-58.42831,Entire home/apt,12520,1,77,2023-04-09,0.76,1,365,13,,4.55,1,1,1,True,Rental unit 
4068872,21102434,Rosana,,Recoleta,-34.58617,-58.40072,Entire home/apt,7665,4,25,2023-06-01,0.24,1,291,4,,4.42,1,1,1,False,Rental unit 
4069809,20916319,Victoria,,Balvanera,-34.60097,-58.39479,Entire home/apt,8407,3,32,2023-04-13,0.62,3,351,9,,4.94,1,2,2,False,Rental unit 
4075822,5478417,Agustina,,Recoleta,-34.59291,-58.40345,Entire home/apt,11209,2,40,2023-03-20,0.41,1,362,9,,4.85,1,1,1,False,Rental unit 
4076551,3447493,Mercedes,,Palermo,-34.588052494742804,-58.42884858188626,Entire home/apt,20381,1,1,2023-04-10,0.37,1,354,1,,,2,2,1,False,Rental unit 
4091438,1875949,Diego,,Recoleta,-34.59185,-58.41011,Entire home/apt,6624,3,133,2023-05-26,1.28,100,362,19,,4.74,1,1,1,False,Rental unit 
4103047,21280181,Juan,,Belgrano,-34.55649,-58.45349,Private room,4586,5,14,2017-08-31,0.14,1,355,0,,4.71,1,2,1,False,Serviced apartment 
4106007,20274382,Ximena,,Belgrano,-34.56271,-58.46107,Entire home/apt,7971,2,273,2023-06-27,2.61,1,270,41,,4.78,1,2,1,False,Condo 
4111032,21329459,Anita,,Palermo,-34.58122,-58.44038,Entire home/apt,6899,6,38,2023-05-03,0.4,3,175,8,,4.75,1,2,1,False,Rental unit 
4112077,3334331,Aida,,Palermo,-34.58645,-58.42697,Entire home/apt,20381,5,4,2018-10-18,0.05,10,177,0,,5.0,1,1,1,False,Rental unit 
4117299,5268363,Marcos,,Palermo,-34.58299,-58.4332,Entire home/apt,20760,3,315,2023-06-12,2.97,5,89,60,,4.74,2,6,2,False,Rental unit 
4129138,19089701,Michael And Maia,,Chacarita,-34.58499,-58.44441,Private room,14738,1,19,2022-11-06,0.18,15,90,1,,4.61,1,2,1,False,Rental unit 
4130061,1875949,Diego,,Recoleta,-34.59135,-58.38833,Hotel room,63876,6,70,2022-11-17,0.72,100,298,5,,4.86,2,3,2.5,False,Serviced apartment 
4130135,18163933,Pablo,,Palermo,-34.59436,-58.42551,Entire home/apt,5605,4,30,2023-05-22,0.56,1,343,15,,4.73,1,1,1,False,Rental unit 
4133665,3166647,Federico,,Recoleta,-34.59071,-58.39264,Entire home/apt,14819,2,24,2022-09-04,0.23,12,175,2,,4.67,1,1,1,True,Rental unit 
4133797,3166647,Federico,,Recoleta,-34.59071,-58.39264,Entire home/apt,12520,4,25,2023-05-03,0.27,12,125,6,,4.88,1,1,1,False,Rental unit 
4134409,3166647,Federico,,Recoleta,-34.58797,-58.39655,Entire home/apt,10190,3,33,2023-03-21,0.32,12,365,9,,4.73,1,1,1,True,Rental unit 
4136457,21458933,Alejandro,,San Cristobal,-34.62199,-58.40936,Entire home/apt,8917,4,19,2023-06-04,0.22,1,249,5,,4.84,1,1,1,False,Rental unit 
4137432,21464756,Marianela Vanina Araceli,,Palermo,-34.593265533447266,-58.42280197143555,Private room,4476,1,199,2023-06-08,2.2,4,361,57,,4.61,1,1,1,False,Rental unit 
4137989,21467954,Bryan,,Palermo,-34.57988,-58.4297,Entire home/apt,5110,7,19,2023-01-24,0.18,1,179,1,,4.0,1,1,1,True,Rental unit 
4150267,21530807,Daniel,,Palermo,-34.59068,-58.41929,Entire home/apt,7643,7,26,2023-05-31,0.25,1,60,8,,4.81,1,3,1,False,Serviced apartment 
4163487,11183144,Maximiliano,,Palermo,-34.58516,-58.42466,Entire home/apt,12775,7,6,2022-08-28,0.06,1,362,1,,4.75,1,2,1,False,Rental unit 
4168310,2972061,Laura,,Nuñez,-34.55695,-58.46801,Private room,6369,3,12,2022-10-07,0.13,2,343,3,,4.58,1,1,1.5,False,Home 
4173806,161327,Mariano,,Palermo,-34.57874,-58.4397,Entire home/apt,9709,14,59,2023-06-18,0.56,16,364,8,,4.78,1,1,1.5,False,Loft 
4180096,3334331,Aida,,Palermo,-34.59042,-58.43588,Entire home/apt,56211,5,1,2023-01-23,0.19,10,326,1,,,2,2,1.5,False,Rental unit 
4188621,21730279,Silvia,,Palermo,-34.58114,-58.40942,Entire home/apt,18014,5,37,2023-06-11,0.37,8,167,12,,4.69,2,3,1.5,False,Rental unit 
4195717,5187526,Patri,,Palermo,-34.583221,-58.443836,Entire home/apt,7665,9,18,2023-05-31,0.17,1,132,6,,5.0,1,1,1,True,Serviced apartment 
4197574,21776132,Juan Ignacio,,Villa Del Parque,-34.60281,-58.47881,Private room,3057,14,23,2023-05-31,0.22,4,328,4,,4.87,1,1,1,False,Guesthouse 
4204445,2258709,Lulicatalina,,Palermo,-34.58294,-58.43593,Entire home/apt,25551,4,1,2022-02-06,0.06,3,345,0,,,2,2,1.5,False,Rental unit 
4204562,21814012,Isaias Leo,,San Nicolas,-34.6037036,-58.3855833,Entire home/apt,37176,5,20,2023-06-19,6.59,1,294,20,,5.0,4,16,3,False,Rental unit 
4211148,5438835,Rosangela,,Retiro,-34.59706,-58.37849,Entire home/apt,9564,4,42,2022-11-14,0.41,2,303,5,,4.74,1,1,1,True,Rental unit 
4215992,10138549,Matias,,Monserrat,-34.61463,-58.37609,Entire home/apt,8152,26,81,2023-03-17,0.76,1,331,5,,4.78,1,2,1.5,False,Rental unit 
4216821,2794693,Laura,,Recoleta,-34.58965,-58.39945,Entire home/apt,9681,3,87,2023-05-21,0.82,5,309,14,,4.76,1,3,1,False,Rental unit 
4218023,21891840,Dora,,Palermo,-34.56611,-58.43181,Entire home/apt,7643,3,27,2022-11-21,0.31,1,348,2,,4.44,1,2,1,False,Rental unit 
4226949,21936655,Pablo,,Palermo,-34.57743,-58.43004,Entire home/apt,20381,3,18,2017-03-28,0.17,1,364,0,,4.50,1,2,1,False,Loft 
4234438,4405670,Andy,,Palermo,-34.57954,-58.43618,Entire home/apt,7921,4,22,2023-06-02,0.21,8,284,4,,4.73,1,1,1,True,Condo 
4237508,4405670,Andy,,Palermo,-34.57954,-58.43618,Entire home/apt,8432,4,11,2022-12-07,0.11,8,329,3,,4.73,1,2,1,True,Condo 
4237696,4405670,Andy,,Palermo,-34.57954,-58.43618,Entire home/apt,14053,4,85,2023-05-06,0.82,8,282,4,,4.73,2,4,2,False,Condo 
4243183,22018825,Carlos,,Balvanera,-34.60166011435341,-58.409312641077314,Private room,3312,15,0,,,1,332,0,,New,1,1,1,False,Rental unit 
4247986,22044066,Daniel,,Villa Urquiza,-34.57234,-58.48644,Entire home/apt,7788,15,39,2023-05-04,0.37,1,363,2,,4.66,1,2,1,False,Rental unit 
4249867,6697599,Iara,,Villa Crespo,-34.59468,-58.43468,Entire home/apt,14012,15,44,2023-02-21,0.42,2,207,7,,4.79,2,3,1.5,False,Rental unit 
4253837,9628215,Viviana,,Chacarita,-34.58727,-58.45036,Entire home/apt,6971,90,0,,,1,300,0,,,1,3,1.5,False,Rental unit 
4263544,22045417,Cristina,,Recoleta,-34.59224,-58.3923,Private room,5350,15,32,2023-02-15,0.31,2,230,3,,4.84,1,1,1,False,Rental unit 
4267875,11524935,Ignacio,,Monserrat,-34.614429,-58.382671,Entire home/apt,8152,15,15,2023-03-31,0.15,2,336,5,,4.71,1,2,1,True,Condo 
4275585,2017830,Barbara,,San Nicolas,-34.59959,-58.37231,Entire home/apt,20271,1,200,2023-06-27,1.91,39,357,42,,4.65,2,4,1.5,False,Rental unit 
4285143,3030858,Adrian,,Barracas,-34.63227462768555,-58.3725700378418,Entire home/apt,8007,3,57,2023-03-28,0.6,1,300,6,26473158,4.43,1,2,1,False,Rental unit 
4291967,22281913,Kevin,,Palermo,-34.58153,-58.43031,Private room,38326,14,0,,,1,0,0,,,1,4,1,False,Serviced apartment 
4292991,19433030,Francisco Javier,,Palermo,-34.58869,-58.42495,Entire home/apt,13894,2,99,2023-06-26,0.97,1,140,42,,4.69,3,3,1,False,Condo 
4294981,22295930,Joseph,,Recoleta,-34.58837,-58.38997,Entire home/apt,12738,6,7,2023-04-21,0.08,1,358,4,,4.29,1,1,1,False,Rental unit 
4296307,22303595,Marcela,,Belgrano,-34.56737,-58.46238,Entire home/apt,7665,7,4,2018-11-01,0.05,1,0,0,,5.0,2,1,1,False,Rental unit 
4302415,9939312,Yiyi,,Boedo,-34.62081,-58.41382,Entire home/apt,9971,3,22,2023-03-02,0.22,9,302,1,,4.86,1,1,1,False,Rental unit 
4302686,22333700,Silvina,,Balvanera,-34.60949,-58.39993,Entire home/apt,5855,5,11,2023-05-10,0.21,1,273,6,,4.91,1,1,1,False,Rental unit 
4304819,8831992,Matías,,Palermo,-34.57913,-58.41281,Private room,4876,7,24,2023-03-24,0.23,2,99,5,,4.83,1,1,2.5,False,Rental unit 
4309876,22371212,Adriana,,Monserrat,-34.61045,-58.38392,Entire home/apt,28024,1,158,2023-06-12,1.51,1,248,31,,4.91,3,5,2,False,Rental unit 
4317854,5838052,Steven,,Palermo,-34.57616,-58.41999,Entire home/apt,15795,2,81,2023-06-09,0.77,7,155,4,,4.70,1,1,1,False,Rental unit 
4339379,19881392,Patricio,,Balvanera,-34.60783,-58.39413,Entire home/apt,5169,4,51,2023-06-25,0.49,1,358,19,,4.82,1,2,1,True,Rental unit 
4340807,2101821,Tatiana,,Caballito,-34.62753,-58.43148,Entire home/apt,6624,3,69,2023-05-28,0.69,2,348,12,,4.90,1,1,1,True,Rental unit 
4341257,2101821,Tatiana,,Caballito,-34.6276,-58.43199,Entire home/apt,10700,3,80,2023-06-12,0.91,2,280,17,,4.80,2,4,1.5,False,Rental unit 
4348389,5632049,John,,Palermo,-34.58131,-58.44178,Entire home/apt,30661,5,24,2023-04-09,0.25,9,365,5,,4.38,2,3,1.5,False,Rental unit 
4352484,4431061,Eli,,Recoleta,-34.59679,-58.41097,Private room,5621,60,0,,,3,294,0,,,1,2,1.5,False,Rental unit 
4352587,4431061,Eli,,Almagro,-34.59851,-58.41307,Entire home/apt,14376,2,2,2015-12-30,0.02,3,331,0,,,2,3,1.5,False,Rental unit 
4357607,9944323,Pablo,,Palermo,-34.57695,-58.43478,Entire home/apt,16608,3,51,2023-05-21,0.49,37,148,11,,4.76,1,1,1,False,Loft 
4363828,5632049,John,,Palermo,-34.58417,-58.43792,Entire home/apt,16608,5,0,,,9,365,0,,,1,2,1,False,Rental unit 
4363964,18279695,Andrea,,Recoleta,-34.59399,-58.39444,Entire home/apt,15330,6,27,2020-12-27,0.27,2,5,0,,4.81,2,2,1.5,False,Rental unit 
4364384,22654289,Valeria,,Recoleta,-34.59012,-58.39012,Entire home/apt,12738,3,116,2023-06-12,1.12,1,304,19,,4.86,1,2,1,False,Condo 
4365136,22045417,Cristina,,Recoleta,-34.59395,-58.39316,Private room,6369,15,20,2022-10-09,0.2,2,270,1,,4.70,1,1,1,False,Rental unit 
4371302,9944323,Pablo,,Recoleta,-34.58959,-58.40021,Entire home/apt,17885,180,0,,,37,0,0,,,2,2,1,False,Rental unit 
4375005,16111992,Claudia,,Villa Ortuzar,-34.5754,-58.46309,Private room,10190,1,6,2022-06-24,0.07,1,358,0,,5.0,1,1,1,False,Rental unit 
4375825,4634423,Andrea,,Almagro,-34.60634,-58.41555,Entire home/apt,11464,3,40,2023-04-30,0.41,1,356,7,,4.88,1,1,1,False,Rental unit 
4377939,12536089,Hugo,,San Nicolas,-34.60039,-58.38678,Entire home/apt,24202,7,9,2023-06-10,0.11,3,133,3,,5.0,2,4,2,False,Condo 
4378747,22735059,Yami,,Retiro,-34.59599,-58.38204,Entire home/apt,7080,3,29,2023-04-08,0.28,3,57,7,,4.83,1,1,1,False,Rental unit 
4383355,14926827,Mariano,,San Cristobal,-34.6205,-58.3993,Entire home/apt,89166,3,0,,,9,128,0,,,14,44,9,False,Villa 
4384410,22762532,Thi,,Recoleta,-34.58871,-58.4087,Entire home/apt,50952,30,0,,,1,159,0,,,3,4,2,False,Rental unit 
4386925,14926827,Mariano,,San Cristobal,-34.62116241455078,-58.3984375,Shared room,3057,2,7,2023-05-26,0.07,9,303,6,,4.86,1,4,8,False,Villa 
4387941,22781436,Jazmín,,Balvanera,-34.6082,-58.39472,Entire home/apt,16484,360,3,2015-08-02,0.03,1,0,0,,5.0,2,2,1,False,Condo 
4395121,8073966,Graciela,,San Nicolas,-34.60553,-58.3804,Entire home/apt,8917,7,3,2023-01-17,0.03,2,170,1,,5.0,1,1,1,True,Rental unit 
4399791,16043521,Syd,,Balvanera,-34.61247,-58.39723,Entire home/apt,6114,7,22,2023-06-21,0.29,1,315,9,,4.29,1,3,1,False,Rental unit 
4416046,87710233,María,,Palermo,-34.58278,-58.40125,Entire home/apt,7388,7,94,2023-06-20,0.89,6,144,16,,4.85,1,1,1,True,Rental unit 
4416134,14926827,Mariano,,San Cristobal,-34.621089935302734,-58.39860916137695,Shared room,3238,2,11,2023-06-03,0.1,9,317,10,,4.90,1,4,6,False,Villa 
4420861,22948649,Marcio,,Almagro,-34.60228,-58.43202,Entire home/apt,8152,7,68,2023-02-01,0.66,1,362,8,,4.75,2,2,1,False,Rental unit 
4421757,22933185,G.Tamara,,San Telmo,-34.61746213352238,-58.37508449859146,Private room,5588,2,71,2023-06-20,0.71,1,259,4,,4.96,1,1,1,False,Home 
4423383,2794693,Laura,,Recoleta,-34.58949,-58.39483,Entire home/apt,15795,3,87,2023-06-10,0.84,5,350,17,,4.82,2,3,1.5,False,Rental unit 
4440462,23048507,Julieta,,San Telmo,-34.62332,-58.37216,Entire home/apt,27850,3,14,2023-04-09,0.15,1,365,5,,5.0,1,3,2,False,Rental unit 
4449264,23090989,Victoria,,Nuñez,-34.55363,-58.46642,Entire home/apt,12483,4,64,2023-06-16,0.62,5,292,15,,4.61,1,1,1.5,False,Rental unit 
4457348,23090989,Victoria,,Nuñez,-34.555,-58.46603,Entire home/apt,8152,4,49,2023-04-20,0.47,5,340,13,,4.53,1,1,1,False,Rental unit 
4470484,2034113,Cee Jay,,Constitucion,-34.6204,-58.38201,Private room,5657,2,196,2023-06-14,1.86,4,84,36,,4.63,1,1,1.5,False,Home 
4474789,4211617,Martin,,Palermo,-34.58776,-58.4225,Entire home/apt,10087,2,234,2023-06-25,2.44,2,323,26,,4.79,1,2,1,False,Rental unit 
4484802,2938642,Mariana,,Palermo,-34.57897,-58.41471,Entire home/apt,14012,1,49,2023-04-09,0.53,2,365,6,,4.53,1,1,1,False,Rental unit 
4489599,14926827,Mariano,,San Cristobal,-34.62107467651367,-58.39856719970703,Private room,4002,2,5,2023-05-06,0.1,9,313,4,,5.0,1,2,8,False,Villa 
4503617,23356230,Alejandra,,Nuñez,-34.53733,-58.4655,Entire home/apt,21655,7,4,2023-04-11,0.07,2,364,2,,4.25,2,2,2,False,Rental unit 
4511639,22654246,Cynthia,,Palermo,-34.58187,-58.42402,Entire home/apt,15330,3,346,2023-06-10,3.3,5,184,37,,4.95,1,6,1,False,Rental unit 
4531292,18820574,Jorge,,Recoleta,-34.58629,-58.39584,Entire home/apt,6114,7,1,2015-11-23,0.01,3,326,0,,,1,1,1,False,Rental unit 
4549825,20914993,Raul,,San Nicolas,-34.603882,-58.3843824,Entire home/apt,8031,3,50,2023-06-10,0.9,8,360,19,,4.64,1,1,1,False,Rental unit 
4550197,20914993,Raul,,Recoleta,-34.58762,-58.39537,Entire home/apt,8007,3,77,2023-05-01,1.39,8,362,15,,4.79,1,1,1,True,Rental unit 
4557379,23625390,Martin,,Recoleta,-34.59312,-58.41348,Entire home/apt,8687,25,71,2022-01-25,0.68,2,0,0,,4.64,1,2,1,False,Rental unit 
4558546,23587513,Nadia,,San Telmo,-34.61633,-58.37128,Entire home/apt,6369,2,15,2023-04-07,0.14,1,356,10,,4.80,1,1,1,True,Rental unit 
4562910,23653645,Elizabeth,,San Nicolas,-34.60734,-58.38808,Entire home/apt,22820,3,41,2019-11-01,0.4,1,363,0,,4.50,2,3,1.5,False,Rental unit 
4586191,15025339,Fernando,,Palermo,-34.5859,-58.41803,Private room,7643,1,4,2015-07-21,0.04,1,270,0,,4.67,1,2,1,False,Rental unit 
4592852,20914993,Raul,,Recoleta,-34.587693,-58.395621,Entire home/apt,8007,3,116,2023-05-01,1.99,8,365,22,,4.72,1,1,1,True,Rental unit 
4596823,8415829,Sofia,,Palermo,-34.58451,-58.44413,Entire home/apt,12738,30,3,2015-11-28,0.03,1,363,0,,5.0,2,1,1.5,False,Rental unit 
4597155,13380770,Zulma,,Palermo,-34.58631,-58.4378,Entire home/apt,4893,1,158,2023-05-28,1.53,3,66,36,,4.53,1,1,1,False,Rental unit 
4610926,23889967,Duilio,,Palermo,-34.58078384399414,-58.40835952758789,Entire home/apt,15650,5,53,2023-05-29,0.68,1,228,7,,4.92,2,3,1.5,False,Condo 
4616345,23914545,Roberto,,Palermo,-34.58845,-58.4165,Entire home/apt,11464,3,41,2023-04-17,0.39,1,153,1,,4.58,1,2,1,False,Rental unit 
4620649,4986026,Heloise,,Palermo,-34.58847,-58.4295,Entire home/apt,14777,4,26,2023-04-02,0.27,28,104,13,,4.77,2,2,2,False,Rental unit 
4623186,1381697,Silvina,,Recoleta,-34.59102,-58.39104,Entire home/apt,24202,2,18,2023-06-25,0.25,12,60,8,,5.0,2,2,2.5,False,Rental unit 
4624148,4298218,Gri,,Monserrat,-34.61602,-58.37274,Private room,5097,1,159,2023-06-04,1.92,1,339,42,,4.97,1,1,1,False,Rental unit 
4624329,1098816,Soledad,,Palermo,-34.58595,-58.42864,Entire home/apt,16559,3,313,2023-06-19,3.03,3,210,48,,4.90,1,1,1,True,Rental unit 
4628534,11256892,HomelyJoy,,Palermo,-34.59263,-58.41461,Entire home/apt,11828,2,95,2023-06-23,0.92,132,159,33,,4.89,1,2,1,False,Rental unit 
4630621,14602635,Celsa,,Palermo,-34.57671,-58.42026,Entire home/apt,11498,7,4,2018-07-09,0.05,1,0,0,,4.67,1,2,1,False,Rental unit 
4637612,23929032,Gloria,,Palermo,-34.56637,-58.43419,Entire home/apt,17339,2,184,2023-06-19,1.83,2,321,38,,4.80,2,3,2,False,Rental unit 
4637951,21774675,Luisa Rosa,,Recoleta,-34.59403,-58.39437,Entire home/apt,60225,3,58,2022-05-16,0.57,3,38,0,,4.79,3,6,2.5,False,Rental unit 
4639003,1901457,Alicia Mirta,,Belgrano,-34.55833,-58.46571,Private room,630,60,0,,,2,0,0,,,1,1,1,False,Home 
4642121,91936,Nicolas,,Monserrat,-34.6142,-58.38246,Entire home/apt,7314,4,34,2023-06-09,0.33,8,261,6,,4.79,1,1,1,False,Rental unit 
4647848,24061825,Martin,,Monserrat,-34.61429,-58.37161,Entire home/apt,8343,5,136,2023-06-08,1.31,1,145,7,,4.68,1,1,1,False,Rental unit 
4650512,23825436,Horacio,,Puerto Madero,-34.61644,-58.36123,Entire home/apt,20381,3,1,2015-09-10,0.01,2,270,0,,,1,2,1,False,Rental unit 
4652203,23825436,Horacio,,Puerto Madero,-34.61754,-58.36282,Entire home/apt,10190,3,1,2022-01-06,0.06,2,196,0,,,1,2,1,False,Condo 
4653838,24080313,Elida,,Recoleta,-34.59525,-58.39231,Entire home/apt,7665,5,3,2018-01-31,0.04,2,210,0,,5.0,1,1,1,False,Rental unit 
4658932,24109503,Laura,,Palermo,-34.5809,-58.43322,Entire home/apt,7847,5,135,2023-06-18,1.33,1,343,13,,4.48,1,1,1,True,Rental unit 
4671643,4994194,Paula Marina,,Palermo,-34.58722,-58.42074,Entire home/apt,30661,14,25,2023-04-02,0.29,13,364,7,,4.84,2,3,2,False,Rental unit 
4678672,24195536,Jean,,San Telmo,-34.61666,-58.3756,Entire home/apt,19557,7,0,,,1,0,0,,,1,1,2,False,Rental unit 
4685175,24225192,Luciana,,Recoleta,-34.58243,-58.39833,Entire home/apt,11974,6,15,2023-04-11,0.21,1,364,4,,4.93,1,1,1,True,Rental unit 
4685696,14482292,Jose Daniel,,Palermo,-34.574,-58.44149,Entire home/apt,6369,15,88,2023-04-01,0.85,1,208,10,,4.77,1,1,1,False,Rental unit 
4686562,24185598,Loli,,Constitucion,-34.61863,-58.37744,Entire home/apt,3467,3,17,2023-05-26,0.5,1,304,11,,4.0,1,1,1,False,Rental unit 
4690281,24180345,Hila&Juan,,Palermo,-34.56462,-58.43755,Entire home/apt,11734,7,43,2022-12-20,0.42,1,349,9,,4.80,1,1,1.5,False,Rental unit 
4695385,4994194,Paula Marina,,Palermo,-34.5901,-58.42465,Entire home/apt,51101,4,131,2023-05-23,1.36,13,205,16,,4.88,2,2,2,False,Home 
4698206,12805306,Ezequiel,,Palermo,-34.57485,-58.43825,Entire home/apt,5877,7,24,2023-01-11,0.24,2,339,12,,4.79,1,1,1,False,Rental unit 
4708394,24335473,Éric,,Monserrat,-34.6175,-58.38749,Entire home/apt,14249,7,54,2023-04-30,0.52,3,122,2,,4.83,2,2,1,False,Rental unit 
4716906,1952254,Marisol,,Villa Crespo,-34.59378,-58.44267,Entire home/apt,9171,2,35,2023-06-13,3.23,1,330,35,,4.83,2,2,1,False,Rental unit 
4726200,5175564,Federico,,Palermo,-34.58174,-58.42707,Entire home/apt,7410,4,6,2018-03-28,0.06,1,0,0,,4.75,1,1,1,True,Rental unit 
4728090,20848,Flavio D.,,Palermo,-34.56664,-58.43209,Entire home/apt,9136,7,46,2023-05-23,0.46,2,302,12,,4.86,1,1,1,False,Rental unit 
4736164,50665721,Shan,,Palermo,-34.58838,-58.41732,Entire home/apt,6405,5,184,2023-06-13,1.77,13,288,34,,4.65,1,1,1,True,Rental unit 
4739751,24469101,Natalia,,Palermo,-34.57701,-58.43541,Entire home/apt,12573,10,3,2023-04-09,0.04,3,365,1,,3.67,1,3,2,False,Condo 
4742656,8488654,Hector,,Recoleta,-34.59717,-58.38958,Entire home/apt,8365,5,9,2022-03-31,0.09,3,179,0,,5.0,3,3,1,False,Rental unit 
4750696,24516614,Ivan,,Constitucion,-34.61895,-58.38399,Entire home/apt,12775,7,37,2023-04-15,0.36,2,318,7,,4.69,3,3,1,False,Rental unit 
4751298,6645839,Emilio,,Recoleta,-34.59583,-58.40448,Entire home/apt,16740,1,91,2023-03-31,0.88,1,298,16,,4.87,1,1,1,False,Rental unit 
4752465,444416,Claudia,,Palermo,-34.59686,-58.42235,Entire home/apt,5095,3,18,2022-07-25,0.18,25,211,1,,4.0,1,2,1,True,Rental unit 
4761958,7495681,Marcela,,Palermo,-34.58496,-58.4258,Entire home/apt,25551,3,199,2023-06-25,1.95,4,167,38,,4.84,2,2,2,False,Rental unit 
4774319,6872637,Danny,,Recoleta,-34.5946,-58.39568,Entire home/apt,13652,2,204,2023-06-25,1.96,10,347,2,,4.76,1,,1,False,Rental unit 
4780018,4994194,Paula Marina,,Palermo,-34.5825,-58.43358,Entire home/apt,19344,2,29,2023-04-21,0.39,13,64,16,,4.83,1,1,1.5,False,Rental unit 
4781138,21062624,Silvia,,Palermo,-34.57808,-58.43808,Entire home/apt,25551,14,16,2020-03-19,0.2,1,88,0,,4.69,2,2,2,False,Rental unit 
4782614,1409800,Mariano,,Palermo,-34.58332,-58.43561,Entire home/apt,33216,1,3,2019-12-02,0.03,94,194,0,,5.0,1,1,1,False,Rental unit 
4783481,24545875,Alejandro,,Palermo,-34.57067,-58.43421,Entire home/apt,22740,3,112,2023-06-10,1.08,1,319,18,,4.91,1,2,1,False,Rental unit 
4784414,24222419,Jose,,Palermo,-34.585739,-58.423729,Entire home/apt,10220,2,42,2020-03-01,0.43,1,175,0,,4.73,1,3,1,False,Rental unit 
4789040,4994194,Paula Marina,,Palermo,-34.5819,-58.43369,Entire home/apt,33216,30,22,2021-10-24,0.32,13,0,0,,4.68,1,1,1.5,False,Rental unit 
4792664,24699421,Laura,,Saavedra,-34.55073,-58.47433,Entire home/apt,7665,3,35,2022-01-04,0.54,1,0,0,,4.91,1,1,1,False,Rental unit 
